user_id,song_id,emo_id
0,0,2
0,1,22
0,2,22
0,3,69
0,4,82
0,5,92
0,6,109
0,7,112
1,8,8
1,9,8
1,10,15
1,11,16
1,12,19
1,13,21
1,14,43
1,15,47
1,16,57
2,17,2
2,18,10
2,19,12
2,20,38
2,21,96
2,22,99
2,23,110
2,24,113
3,25,8
3,26,17
3,27,22
3,28,28
3,29,30
3,30,30
3,27,43
3,31,112
3,32,114
3,33,118
3,34,126
4,35,3
4,36,12
4,37,12
4,34,15
4,38,22
4,39,41
4,35,41
4,40,77
4,41,109
4,42,118
4,43,126
5,44,19
5,45,62
5,46,84
5,47,94
5,48,94
5,49,125
5,50,126
5,51,126
6,46,12
6,52,16
6,53,18
6,54,18
6,55,19
6,56,38
6,52,43
6,57,48
6,58,57
6,59,81
6,60,126
7,61,0
7,62,2
7,42,2
7,63,6
7,64,28
7,65,31
7,64,32
7,66,57
7,67,63
8,68,1
8,69,8
8,70,17
8,71,18
8,72,29
8,3,39
8,73,59
8,74,62
8,75,92
8,76,118
8,77,124
9,78,3
9,79,5
9,80,57
9,81,59
9,59,62
9,82,70
9,83,92
9,84,112
9,85,126
9,86,126
10,87,5
10,88,14
10,89,17
10,90,18
10,91,26
10,92,32
10,93,70
10,94,82
11,8,19
11,95,34
11,96,51
11,97,98
11,0,119
11,98,127
11,99,131
12,100,11
12,101,41
12,102,56
12,103,82
12,104,124
13,105,8
13,106,8
13,107,8
13,108,10
13,109,11
13,110,41
13,111,116
13,108,116
13,112,126
13,108,126
13,110,127
14,113,2
14,114,5
14,113,15
14,115,20
14,116,30
14,117,50
14,118,62
14,119,62
15,108,0
15,120,2
15,121,17
15,122,29
15,123,35
15,124,83
15,125,116
15,126,117
15,127,129
15,48,129
16,128,29
16,129,62
16,130,78
16,131,80
16,132,81
17,133,0
17,134,4
17,135,10
17,136,13
17,137,16
17,138,30
17,137,75
17,139,82
17,135,116
17,136,118
17,140,118
18,141,2
18,142,8
18,143,13
18,144,13
18,145,15
18,146,16
18,147,39
18,148,43
18,149,49
18,150,126
18,151,126
19,152,12
19,153,12
19,154,18
19,34,41
19,155,51
19,156,52
19,157,84
19,152,94
19,60,112
19,158,119
19,159,126
20,160,8
20,161,8
20,162,41
20,161,57
20,163,57
20,162,62
20,164,63
20,165,94
20,166,118
20,167,126
21,168,8
21,169,20
21,170,62
21,171,77
21,172,94
21,173,110
21,174,114
21,175,125
22,176,4
22,177,13
22,178,23
22,179,25
22,180,30
22,181,38
22,182,43
22,183,52
22,183,52
22,184,129
23,185,25
23,186,34
23,187,52
23,188,53
23,189,53
23,190,53
23,191,70
24,60,11
24,192,23
24,193,24
24,67,42
24,194,68
24,195,78
24,196,110
24,197,110
24,160,118
24,198,126
25,199,1
25,200,12
25,201,13
25,202,13
25,203,23
25,204,62
25,205,67
25,206,120
26,207,13
26,208,16
26,209,16
26,210,17
26,208,17
26,211,22
26,212,45
26,213,45
26,214,62
26,215,116
27,216,0
27,217,2
27,218,2
27,219,10
27,220,62
27,221,62
27,222,68
27,144,85
27,151,112
27,223,126
28,224,11
28,139,17
28,225,22
28,226,22
28,13,26
28,227,27
28,228,102
28,229,112
28,230,113
28,12,126
28,231,126
29,52,18
29,232,20
29,31,24
29,233,26
29,234,27
29,235,29
29,236,62
29,237,71
29,238,100
29,52,116
30,239,7
30,240,9
30,16,13
30,241,15
30,242,17
30,243,21
30,244,22
30,245,22
31,246,11
31,247,13
31,248,13
31,249,23
31,162,25
31,250,26
31,251,28
31,252,41
31,253,43
31,125,43
32,254,0
32,255,9
32,256,13
32,257,14
32,258,30
32,259,54
32,208,62
32,260,79
32,261,100
32,89,114
32,262,117
33,263,24
33,264,26
33,265,27
33,266,27
33,71,28
33,267,28
34,268,4
34,269,16
34,270,21
34,220,84
34,271,92
34,272,94
34,273,118
34,274,118
34,275,118
34,276,123
35,277,5
35,278,12
35,279,12
35,280,22
35,281,48
35,282,62
35,147,62
35,283,126
35,284,131
36,285,19
36,286,54
36,287,60
36,288,62
36,289,62
36,290,62
36,291,82
36,50,95
36,292,110
36,159,123
36,229,123
37,293,4
37,135,5
37,46,13
37,294,25
37,295,30
37,296,35
37,297,48
37,109,48
37,213,48
37,298,64
37,299,101
38,300,53
38,301,56
38,302,95
38,5,100
38,303,105
38,304,116
38,305,123
39,135,2
39,306,5
39,307,9
39,308,15
39,309,22
39,15,22
39,310,22
39,311,24
39,312,51
39,313,68
39,314,109
40,315,2
40,316,12
40,317,12
40,318,16
40,319,62
40,320,62
40,108,114
40,317,126
41,321,1
41,60,4
41,322,8
41,60,8
41,321,36
41,321,38
41,59,60
41,323,62
41,323,62
42,324,12
42,325,22
42,326,34
42,327,41
42,328,48
42,329,51
42,330,62
42,331,126
43,76,25
43,332,43
43,333,52
43,334,62
43,335,77
43,336,82
43,337,84
44,338,13
44,339,16
44,218,18
44,9,21
44,159,25
44,141,26
44,105,48
44,340,92
44,341,94
44,159,96
45,342,5
45,343,12
45,232,14
45,59,17
45,344,45
45,345,48
45,346,62
45,347,108
45,60,120
46,348,0
46,349,8
46,350,16
46,351,62
46,352,64
46,145,82
46,353,84
46,283,116
46,354,120
47,35,0
47,355,2
47,356,15
47,357,16
47,358,18
47,97,18
47,128,28
47,332,105
47,359,110
47,218,124
47,35,129
48,360,9
48,42,9
48,361,9
48,362,10
48,42,11
48,363,38
48,364,40
48,365,109
48,366,113
