user_id,song_id,emo_id
646,1142,16
12225,5515,119
10023,31,22
3211,1144,50
7617,4947,62
920,1820,48
839,1627,62
1531,236,30
5727,1768,62
510,2148,21
1192,335,25
1919,2324,44
6727,2324,48
10144,2211,53
1553,923,35
7043,3835,58
1192,1595,40
9919,36,112
4344,156,57
1742,157,99
1030,95,2
1817,83,126
1742,2307,68
510,744,126
1519,4054,108
5727,419,21
8573,335,62
9919,1978,131
8738,36,49
12309,3397,95
9919,1552,84
3211,1144,50
1817,2208,48
4392,2353,27
1817,934,126
4344,78,126
10854,3036,64
920,983,20
170,64,8
1919,2324,44
1553,564,20
5886,2019,47
10439,1880,41
6727,2353,16
8112,447,28
12309,1144,78
7043,3835,61
1192,2607,16
1919,1966,36
10144,3751,82
10144,855,131
7043,3835,25
6727,1216,16
2757,4556,20
646,1142,16
12225,5515,105
170,694,100
839,155,82
2757,335,57
646,216,17
8573,1820,112
1030,419,80
8112,2214,120
4344,5612,10
7737,3027,94
10023,3371,116
3211,1144,50
721,365,12
4392,1045,24
7043,3835,30
7617,1552,120
12225,2470,119
10854,234,27
920,1448,22
170,296,4
1519,1820,12
510,2148,25
1919,15,72
1531,1972,62
7617,211,25
8573,220,112
1817,2307,8
2757,1320,53
510,796,21
1919,2623,41
12225,5339,2
10439,2329,126
8573,2510,25
3211,1144,50
10144,857,118
2555,4979,51
9919,575,86
1030,3325,17
646,1142,16
10854,4527,4
1192,913,16
1742,379,62
1919,929,131
1531,1468,112
8674,153,22
4344,156,12
8738,389,25
1030,1020,2
2957,754,16
1919,2324,16
5727,768,70
7617,4947,126
3709,3371,16
1519,691,116
5727,332,66
2957,1298,40
7617,1063,20
170,1059,21
7617,4951,15
12225,5339,119
12309,1086,13
4392,389,30
6520,2211,119
10023,1768,0
4896,2965,92
463,1448,5
6520,1448,13
10854,1235,68
8738,2324,51
2757,2802,84
920,39,49
1742,146,62
510,1099,15
510,151,11
6520,737,26
2555,451,84
10439,1786,95
510,2274,41
4344,5612,78
10854,4527,0
12309,2876,12
6727,78,118
2555,4642,108
1531,1972,51
646,1142,16
8738,2324,28
646,1142,16
646,2253,78
1519,151,62
8738,5149,89
6714,2221,21
1817,1040,62
1553,1978,20
170,1063,100
463,216,15
920,734,126
2555,856,116
2957,4055,88
5886,659,93
1817,839,62
721,2326,94
1817,4382,67
6520,4889,26
10439,16,22
6714,6013,21
12309,3397,8
1553,1874,13
8112,658,75
8573,195,82
1553,150,20
5727,2477,31
1030,2147,10
1742,3580,48
7737,3135,84
2521,694,22
8112,78,112
6714,6013,101
3211,1144,50
5886,2646,83
510,2274,26
8573,195,105
12309,2115,43
12309,2779,41
9919,940,68
646,627,8
721,2765,12
6727,236,24
12225,859,81
1192,1595,25
7617,1552,126
1531,856,68
8573,220,120
12309,1235,48
6714,6013,1
1192,2607,28
7043,5220,93
4392,1442,55
12225,2470,1
10144,46,18
9919,2510,62
12309,5849,12
8738,2836,118
1553,491,12
1519,3496,62
8112,859,16
6714,4454,118
10023,3992,84
8738,2324,20
4392,389,126
646,2346,24
839,3008,126
5727,473,112
10144,365,82
2957,4055,25
8674,105,49
1030,105,16
1531,236,81
463,1972,11
4392,2324,106
463,2147,48
2555,1762,8
6714,6013,70
839,2307,68
5727,2938,109
4344,5612,12
5886,4200,10
12309,2150,70
10144,2146,62
721,2766,53
1531,1144,30
1519,4055,109
1817,4038,126
10439,4045,5
463,1972,81
8573,1903,4
6520,703,48
2555,1837,10
