user_id,song_id,emo_id
4907,5064,11
9956,3848,85
2429,4420,17
4924,491,41
11879,917,99
11573,5227,62
932,2327,126
6462,940,39
706,365,6
9540,5574,2
4924,3992,51
11879,2211,94
2299,1217,11
485,178,21
9792,151,120
4895,4045,17
11879,57,126
2299,57,12
7679,886,48
2926,1,84
2120,149,16
591,2469,116
922,2350,34
10605,3842,126
12241,1013,62
8694,1478,4
2230,147,94
4730,589,16
6106,4642,8
8187,5523,39
11879,704,10
8171,3266,18
4730,2247,122
591,309,58
10891,4093,116
10891,755,16
7784,3842,54
10840,4060,8
10840,1424,14
10605,39,129
6237,149,95
5783,3842,41
2299,3095,5
8071,2332,13
10891,3615,130
9968,4776,118
2926,1113,22
4749,2343,82
12266,6026,13
5893,2465,100
320,658,78
464,173,62
4058,703,25
11288,907,120
4730,3064,15
9540,392,79
9540,155,17
6106,149,62
6168,1144,68
2120,2456,1
2926,1693,7
10700,658,124
11044,392,57
10605,559,4
6106,1322,52
12241,2207,2
9956,1443,64
11068,1643,28
591,1447,12
4968,3558,62
4895,4681,34
8071,1098,23
7099,2025,67
10700,356,118
4073,844,126
7901,818,13
922,3152,10
11044,1554,62
10063,2136,15
4968,5815,15
4968,2564,50
2101,1195,108
9968,1852,3
9956,5886,131
464,2150,59
485,1061,21
10700,1554,116
7709,2326,62
9540,3831,15
11068,2510,30
8694,940,68
9968,1852,62
2642,1296,25
12241,1768,15
1948,1856,118
8400,489,4
3617,365,110
1922,3095,43
5783,1085,94
2120,1063,48
11911,1955,112
6462,835,116
5485,722,4
6106,4836,16
12266,957,92
591,57,70
7238,2301,2
5783,16,119
7709,78,8
317,1651,1
7172,3842,50
5893,732,117
6106,1414,99
9792,2037,59
2230,220,116
6462,2148,20
8071,4872,15
2101,2353,93
7679,5732,12
11879,1089,62
11573,4738,94
2642,810,7
453,2117,4
4058,5523,51
2429,3043,22
10063,820,118
11044,596,11
9956,1430,51
8400,1063,34
9540,999,12
10840,1243,94
453,2119,48
11911,1955,74
4058,3287,43
10840,4671,66
4730,5619,17
2926,4476,54
2120,69,16
8400,78,129
984,2097,108
10777,2324,126
10605,220,126
6237,1668,112
2429,2664,22
2941,4302,126
12266,1123,108
4895,2211,112
320,1658,112
4730,118,117
8071,917,18
6127,2144,120
453,2117,4
11068,2510,84
2146,209,15
4968,154,13
10196,884,125
8187,658,47
7172,36,15
6462,703,23
11528,95,22
1948,1599,112
10891,825,118
12266,3040,25
10700,767,91
7784,3842,118
932,658,24
10063,218,13
6237,114,61
9956,2486,44
8694,1298,128
11068,4787,12
11528,2560,78
10063,2150,62
464,220,120
12241,608,48
591,1624,103
2230,1018,82
11068,1473,90
6462,703,18
11879,4642,15
11879,3764,18
9929,149,49
5893,819,62
11288,89,120
2120,901,131
2120,4479,120
7679,1195,99
932,916,48
11879,55,12
11112,4979,120
11528,734,20
4749,940,10
8187,3317,112
4924,1430,41
1773,1099,99
12241,4336,13
6462,746,16
984,569,49
6127,1655,118
4924,461,34
8694,1217,13
1773,2376,126
7901,1430,17
9792,151,126
317,1653,15
922,1666,12
6168,2998,9
3158,392,21
1922,2144,5
8187,1423,119
11068,2567,16
2230,1581,118
1922,78,15
4924,658,10
2642,491,12
8171,1552,15
11528,1448,54
11528,3606,97
10605,2020,126
11573,220,29
8400,818,25
11573,70,65
1996,419,129
706,691,25
932,114,31
2120,1274,38
10891,2779,49
4968,4202,40
453,1424,116
1922,78,15
464,2149,35
485,1197,81
453,334,15
9968,1852,49
10196,352,57
6269,361,30
2429,4671,5
9792,97,67
317,236,20
2642,1655,13
6269,1084,85
12241,1852,23
3158,5301,82
10700,2856,41
932,2468,116
11288,89,86
4924,859,34
1996,2567,77
12266,1938,10
11288,749,34
7901,4488,17
6269,793,21
11528,2997,23
7679,1786,48
6106,259,28
3158,2470,0
4895,41,0
5783,3842,16
9673,4573,124
11879,1430,10
317,456,30
922,3151,24
10063,2274,18
9792,150,49
11112,746,48
11879,59,120
9673,3835,113
9929,507,49
10063,35,49
2941,757,21
2146,907,94
2101,2510,48
11879,819,12
12266,1840,8
1773,1295,43
10705,448,22
7238,1119,2
12241,2136,48
4073,3758,34
4073,3363,34
10777,2144,48
11573,335,57
6106,1786,125
5893,5717,112
1509,419,31
6168,1144,20
11068,5570,113
10777,917,41
11911,3371,92
5893,746,124
8694,1424,13
10705,866,14
317,1654,20
2926,1143,109
11879,71,48
4223,2566,13
11288,155,52
12296,3627,83
6127,1063,11
6269,2764,16
10891,1084,21
2429,404,49
7099,232,27
7679,389,20
10891,771,130
9673,1658,96
12296,5572,12
10196,815,129
1149,2350,99
9540,5507,58
9929,71,120
8171,1553,10
7099,4087,126
453,36,43
2941,1655,95
320,1448,38
591,151,16
11288,749,21
11112,4979,57
10891,598,22
4968,2944,2
7238,448,19
4907,310,3
4058,1430,13
8071,2379,58
6106,78,99
2395,3083,108
1948,3561,2
2395,2582,118
8694,2307,18
11288,1,131
11911,1955,30
11288,907,14
320,917,119
1996,3842,70
11911,4775,92
2395,332,16
320,1448,62
4749,635,119
4223,4369,50
9673,39,43
9968,1852,81
2395,3305,61
6462,1553,117
4223,294,18
706,913,5
11044,4571,94
9673,1017,10
7901,1017,21
7709,1448,68
7784,4588,96
464,1063,68
706,2737,41
9833,151,50
11528,1098,3
11573,940,94
6127,3579,22
10891,1112,119
12266,57,26
1773,195,66
2230,351,65
8187,5744,75
2230,3083,118
5783,819,49
5485,2674,38
12296,3438,10
9792,2430,62
5893,826,11
2101,3580,13
1149,3562,99
932,729,12
7901,2324,6
7679,945,48
9968,2276,0
10605,2353,114
4073,5523,95
4749,940,8
6127,659,23
4907,823,4
4730,4514,8
4907,1108,11
1996,1542,124
3617,1607,67
485,2209,58
6237,2510,12
9540,448,52
10196,4829,113
2101,1457,15
1948,4505,70
9929,155,39
11911,5785,24
9833,2146,116
10700,3857,26
6168,490,128
3158,746,40
7679,512,50
6168,2998,63
2230,3842,15
4749,658,126
7099,1063,14
4968,1336,49
7709,491,5
8171,1083,62
2642,1195,1
1948,1443,12
9968,4775,131
7172,199,12
2395,1217,113
11112,1552,30
6462,4980,116
7172,1424,118
11044,844,18
2429,404,41
4907,4521,72
11911,3962,106
8400,5886,64
2941,2116,48
453,2118,16
11528,3794,10
12241,1595,116
4924,1316,62
2395,2737,72
3617,4482,2
6168,2842,53
10777,633,110
10705,2338,48
4924,35,17
1149,3322,82
9673,683,39
11573,1658,94
10605,2020,129
11112,1552,30
4749,2803,1
4073,703,5
11288,2470,52
11879,823,30
9833,365,60
8694,489,13
9792,3322,12
5485,1883,11
320,1658,18
2429,133,22
4749,155,12
5783,1859,126
1773,389,24
7238,704,5
4058,844,16
1922,4479,22
4907,2764,65
932,658,131
984,3266,108
11068,826,112
10605,3992,126
1996,181,113
11044,3014,94
11573,1457,62
10891,419,5
7238,69,2
10063,365,16
10700,2324,67
10196,2997,21
4073,1038,126
10605,1912,112
3617,4692,91
320,819,81
922,3083,99
6237,492,20
10705,4,16
7784,1325,13
7099,1675,70
11879,859,2
4058,907,2
6168,571,41
8400,180,39
9833,1298,16
1773,155,45
8187,80,28
7679,71,20
4730,4949,65
4223,448,17
464,1248,5
3158,157,113
922,1666,52
2642,144,3
11528,559,2
2120,491,11
7901,1040,2
11288,155,14
9956,1974,114
9833,2346,126
10700,703,12
12296,2146,52
6168,1144,36
8400,3349,26
2642,2997,81
9929,999,23
10891,416,66
2299,1492,17
6237,4062,41
1149,2694,12
10840,3131,118
4968,1554,62
11044,3831,126
11528,1430,92
2146,1077,113
2941,1298,68
