user_id,song_id,emo_id
7309,809,62
8599,135,20
7232,1972,112
7125,2883,13
10169,3056,48
9853,4043,4
11963,6094,5
7491,108,15
5836,286,39
6426,134,118
2697,1320,113
11065,241,12
796,533,131
717,628,15
9474,2681,101
10782,4791,2
2075,4608,56
11089,4221,113
9585,5329,89
956,60,17
7533,1856,12
11871,225,118
9573,502,57
2250,135,41
8253,2437,22
11581,1007,3
7041,2124,2
11963,6094,5
3395,850,39
7779,2605,62
4535,2504,62
5643,3118,126
12034,2322,15
12545,1207,22
2357,306,10
11641,34,22
11467,1297,118
7125,2409,16
11654,421,36
11411,3163,15
1183,785,35
7937,1547,22
8416,2899,101
11020,3134,118
1156,85,22
4535,3721,116
5731,937,116
6345,2659,22
11641,1582,118
11142,5454,70
11411,226,38
653,2618,113
7048,196,17
3516,1988,32
2075,995,84
8549,229,30
9764,4423,81
4666,5143,126
10365,2487,22
9950,2605,26
653,2389,131
9245,561,2
9483,1773,30
2330,4047,11
10427,2179,17
5878,1790,69
4193,999,1
8108,3645,23
8826,1568,12
11358,5896,0
9474,3293,12
3280,5291,126
2970,3758,8
5643,5708,71
7409,2014,36
9853,3721,17
4016,1090,126
10982,2734,4
7389,3732,34
2899,699,62
2697,3371,4
8785,1547,48
11155,1235,108
3448,5421,62
10550,3651,67
4535,5734,24
4345,2584,64
7466,1988,14
8230,2189,5
2330,3263,126
1641,662,30
2075,106,59
4193,5397,47
5451,2125,27
957,2734,48
5862,3328,26
6505,1182,5
3644,151,21
4486,1994,116
11467,1988,67
9070,1566,59
8508,2160,40
477,1452,18
11223,980,55
12055,1196,121
8389,934,18
9585,2550,2
1147,46,12
8508,737,43
1371,445,20
1676,3899,0
8805,28,41
2804,2966,39
672,25,62
6505,4026,2
9724,876,11
5411,935,16
7232,934,10
2657,2610,40
717,2755,22
2357,386,32
11208,3396,3
12497,2547,68
10287,639,0
4192,2078,126
11668,3371,22
5836,5945,26
9724,1336,17
11313,6081,24
8599,4440,108
8571,2628,41
11641,2414,3
9962,2093,25
1183,3599,44
3937,5585,53
7232,2456,46
8571,1945,18
6969,1183,13
7937,60,14
3280,216,8
7466,1327,14
10246,3225,94
9398,3798,82
1371,1183,126
4345,2362,52
7616,5528,84
5132,5311,62
2357,229,86
11411,805,18
11581,3835,43
1126,52,114
1039,3371,0
11065,3994,12
8389,607,64
9299,1723,54
7041,1074,2
12034,657,43
10246,3129,109
6336,3325,0
4016,411,94
6345,4026,17
11020,94,15
11223,2464,5
717,904,39
10767,4522,126
11871,1328,0
9483,15,22
5451,3283,81
4894,3169,12
7466,444,14
5836,931,75
7027,3258,29
7466,457,14
4518,2456,12
4016,2295,48
10949,3489,15
3994,3309,30
9764,999,62
8230,2264,17
4192,3401,62
190,1142,2
796,355,83
4239,311,1
4908,2175,17
10467,5459,99
12497,2016,64
2175,2597,107
11968,5282,43
7082,2258,8
10949,268,12
5843,2883,39
1156,3571,62
2778,4047,11
7593,108,30
10826,5516,126
9278,1773,116
7048,3847,28
11968,683,10
458,860,17
1637,4194,23
11155,913,37
1147,785,83
1170,2907,62
1998,2146,10
7309,1573,34
9522,3456,4
11411,39,11
4469,17,65
10767,144,78
12497,2642,118
11020,3178,64
5132,2188,22
5318,4238,5
9036,2170,118
11467,140,55
7041,1969,84
4239,3148,40
9398,3001,20
8571,2321,55
9398,419,2
5451,1635,22
5318,140,10
9764,151,108
9522,3559,119
1126,50,10
7164,878,71
8805,2906,118
5451,1141,70
5836,1925,17
5563,152,55
672,2659,81
11968,1196,2
8599,1317,55
11963,6094,5
4518,2618,78
4908,2907,48
9764,999,62
7937,4926,21
6818,5145,110
8309,2336,39
1183,553,11
9962,3616,26
4186,1551,4
11668,5248,99
3994,553,39
12055,65,3
4469,60,16
1286,3743,67
2330,2412,32
9070,1764,2
7937,117,128
11089,4221,119
3024,3591,43
5862,604,15
11668,2362,48
1170,46,18
8599,418,126
9976,3424,72
6667,2898,71
11208,4029,126
2250,135,16
8253,67,62
5643,431,20
7711,4110,30
11313,5951,12
11871,2506,15
1170,1341,18
8550,135,62
7491,1560,4
7027,796,119
5225,3754,81
3280,3449,49
8785,5489,51
8599,3851,78
4728,5775,66
9118,37,112
10681,4475,17
5843,46,120
1051,604,27
9474,1009,35
3937,1921,92
672,2128,97
11871,5563,116
7616,852,16
2697,5068,113
4894,820,62
2657,2491,12
8389,310,48
8599,3851,52
7164,2169,16
3143,1922,10
8805,1548,34
11968,553,15
7232,201,106
12497,1183,96
2175,3744,25
9483,70,82
672,2661,116
2970,3247,14
11963,3814,22
10949,34,56
952,2176,30
1641,662,112
4345,822,120
10826,2616,99
7533,2605,34
7232,820,108
7533,3349,16
12497,2061,119
7048,3874,15
3280,2217,117
7027,4302,63
11313,3020,34
7041,3259,84
12034,4003,18
9585,1013,60
9299,903,125
11641,738,120
8826,389,118
11089,5398,117
1157,3572,99
9853,1367,126
8599,37,119
7027,2618,63
5582,1056,0
8508,914,9
952,47,27
190,502,2
3994,25,41
2804,1539,95
11155,422,39
4518,564,26
6037,3942,25
10681,2820,22
2819,3958,36
7711,3797,30
3143,3866,7
11654,3271,59
6096,785,96
6930,4073,125
7041,419,84
796,1426,1
2804,1509,53
11668,1135,10
6818,2256,55
2250,225,4
796,804,70
5843,550,30
1183,2170,126
3448,5423,119
3143,1226,79
5424,2102,13
10246,4953,66
2970,108,62
4564,428,39
8145,1196,2
5033,335,108
7232,1989,126
3620,85,21
11871,2696,2
7942,4442,91
3620,1577,31
11789,1135,126
12034,2545,30
12055,1173,59
2357,267,108
6505,976,57
3844,464,61
6667,228,107
3498,369,15
12055,711,44
3620,3582,16
11641,946,116
458,31,30
12545,4909,25
190,1143,12
12055,306,39
4264,419,57
4666,1827,13
11208,277,114
3516,2503,2
8145,1819,2
1157,2073,84
6906,978,116
1641,2571,112
8108,2279,16
11871,3744,62
2075,464,112
8826,677,25
4310,16,75
12055,591,7
11089,1987,114
11968,46,95
7491,3379,40
190,771,126
4666,580,12
7389,3458,39
11358,1305,5
6818,60,116
342,1732,125
4136,5644,30
1156,711,16
8145,2106,3
8253,2980,2
3143,642,16
3937,1915,2
4908,56,126
5094,1400,13
9036,4216,21
10467,4643,0
7041,1702,13
8571,3905,43
8145,2106,99
8826,3624,89
7142,6029,24
8571,1211,43
4666,999,62
9764,533,126
9522,1972,9
7466,835,14
5318,1320,100
11065,2705,37
3143,5071,51
9405,1424,2
11155,553,62
3280,5354,57
12100,428,6
4908,2124,126
9573,3132,6
5582,804,4
11789,1196,19
8549,3361,10
8230,2862,70
4193,135,39
7942,2410,41
11467,4047,129
9962,2038,18
4192,3591,62
3498,2010,94
11358,4343,16
7164,2065,116
1051,797,10
1641,3513,12
12100,1554,126
7593,684,30
11668,2032,10
5033,374,126
4518,2313,21
7999,2169,17
1126,3297,41
8145,1196,8
11411,5149,126
11871,1526,108
9245,4997,30
7082,3139,34
8826,268,118
10826,2988,57
6969,3978,12
2330,4796,111
6755,2094,62
2778,737,54
7876,4982,95
5878,5949,10
3844,3219,48
7999,663,26
1183,785,13
8145,2106,3
672,2658,10
8309,1742,17
4469,84,62
3994,5597,57
4564,4212,11
3024,1238,71
9724,3651,6
9573,2456,63
224,1292,64
11467,5153,82
1183,445,0
2970,290,25
1286,433,82
4728,571,95
672,310,63
1119,13,116
6426,2255,16
11968,2965,126
7164,1138,16
2075,683,109
9036,1587,4
2778,16,22
2970,561,48
653,244,108
10365,662,7
10681,1537,12
4345,81,94
9573,3310,55
5033,675,1
3143,200,126
11020,2506,49
10982,1412,11
1286,2609,68
5044,5354,100
6505,2927,21
11313,135,131
1051,1007,30
7389,2350,48
6079,4209,22
4175,106,10
3498,4209,126
7711,2058,30
956,2418,41
8785,106,27
8416,42,5
9299,744,48
727,292,21
6426,293,30
11065,2506,118
7082,4110,30
2970,420,130
2357,356,94
10982,254,0
4193,5661,3
4728,1144,4
7409,553,94
11020,1934,12
5132,70,94
10550,1786,12
6906,435,23
5424,860,17
4617,1549,34
3540,196,94
957,1207,64
1676,4243,8
7389,178,126
9585,4562,22
956,3198,0
8309,1934,65
11968,1671,62
8457,5134,35
8826,2023,21
9483,683,99
4310,2066,10
10287,1843,126
9405,2989,16
6079,4566,18
4518,240,51
8389,2004,13
10246,309,30
10557,5475,67
11208,182,2
8416,1157,13
11208,4057,12
11208,5446,0
7491,684,91
8230,316,0
5132,937,116
6969,5044,12
4379,134,82
903,98,21
7232,804,126
7027,4739,15
9118,5428,23
11963,6094,5
9278,674,2
4728,1934,30
6079,2051,19
653,69,93
8508,419,21
9299,417,40
6821,851,41
6189,1565,34
4379,15,49
11641,2837,4
8805,1412,48
2984,120,131
4908,685,39
7409,1412,2
224,1290,8
2710,220,20
11065,1398,8
10427,1058,40
1170,699,131
1039,1703,47
5132,3979,21
8457,5397,95
9950,512,5
8230,3651,15
477,2183,108
4175,5370,91
9853,60,4
11668,622,0
6755,4193,77
11467,2876,89
6919,3655,2
5643,1934,41
6821,59,41
6919,152,126
5318,135,3
2899,1547,12
5582,1827,102
7999,1686,126
224,1293,126
4310,1383,39
4136,1547,112
9405,5202,2
5318,791,112
9245,4444,8
4518,909,108
4379,147,68
6930,1409,126
8230,290,15
8145,263,129
2804,3174,109
11313,1074,3
7125,1553,10
7616,1558,62
8253,2661,62
10246,135,118
12545,1207,25
2984,3114,57
9573,1934,88
5225,1789,100
10246,2362,4
12545,937,77
7999,134,99
10246,4653,10
9070,1909,15
5731,60,25
4016,835,86
11871,225,5
717,1005,97
7232,31,98
8457,5578,5
7466,444,14
12497,4374,126
2819,2065,12
1286,3743,62
11871,15,43
8108,6063,90
6755,1328,48
3498,804,62
2819,997,4
458,1587,70
1286,3115,85
9724,3361,51
3162,1045,41
10169,4682,126
6189,4162,12
10557,4529,10
903,98,18
6189,561,31
11871,5060,82
393,1920,30
9299,761,89
11142,1005,48
7048,4068,15
5225,2414,99
11089,821,82
9118,507,0
7711,5042,77
5044,389,62
4908,1770,126
6426,4778,30
8230,1184,2
10365,662,27
8785,2035,4
8108,3637,21
4894,309,21
7142,413,35
7491,3379,96
7142,4041,15
5225,2414,18
342,1540,64
7164,1337,126
6079,319,7
7309,2851,62
1651,2133,129
5094,5489,93
9976,332,5
5836,226,8
10949,669,30
10169,1241,12
10949,934,59
8549,1341,99
4192,4827,10
11208,4604,64
1651,1777,13
342,1733,125
11581,4,81
5643,16,35
1156,1327,48
9724,1336,7
1676,445,57
1039,1431,13
10681,409,2
10169,2676,2
1041,3373,78
9573,4072,96
393,1919,22
5843,135,6
4617,2603,70
6919,4650,44
6906,343,120
4535,5733,18
5451,5885,25
9278,4600,10
12497,4547,71
6667,1776,94
2710,3557,19
6755,1099,13
11641,929,8
11065,3311,101
6919,225,11
11089,2597,17
4175,1855,16
7082,2258,51
4908,229,39
3620,854,62
7937,849,16
10427,1329,49
11963,6094,5
12545,283,62
8550,2188,10
1051,2627,30
5451,1315,55
10557,108,30
2330,934,32
4175,1147,5
5843,95,57
4451,3739,114
11654,3471,59
8416,663,43
5563,3720,2
5411,999,62
1119,1341,29
12497,578,2
11358,479,5
7999,695,41
6919,3450,22
2657,60,102
11313,5476,30
9764,354,66
342,1384,64
5318,409,48
9483,67,13
7876,906,114
11581,2910,129
9573,2381,6
190,1144,34
2970,5225,25
3162,887,128
952,540,65
190,1147,62
7876,4628,93
7593,679,85
11963,6094,5
7942,5765,7
6930,1925,95
6037,4676,13
11358,3985,5
11789,2989,25
10467,765,1
957,2101,62
4486,1827,30
5424,669,59
2710,3296,36
4894,820,82
10949,5993,5
903,3110,9
3620,999,128
1147,1341,32
7389,699,33
12497,4216,124
11065,2797,78
4016,548,21
4617,2120,114
6079,3602,21
3395,5397,18
12100,2462,5
9405,2907,40
458,1774,50
4737,848,66
1039,3115,2
717,135,51
3024,2834,71
727,84,26
6309,2016,9
4310,1805,13
8389,1777,99
8230,5726,48
3937,893,4
3516,1709,126
8508,4066,41
8785,222,30
10982,2867,103
4737,685,10
5862,59,36
5033,2022,126
7942,4704,69
727,2787,23
9962,3604,2
2075,2098,126
7048,2253,26
11581,1242,113
11142,4762,112
6336,5183,67
2135,2412,17
4345,448,31
10982,4025,21
11208,152,99
9950,1777,2
3644,1205,119
7048,1207,5
8309,2231,39
8826,671,12
1170,3591,99
653,1635,108
12545,4453,28
10427,467,126
4193,3590,21
11654,6035,22
8230,3932,58
5563,2142,94
10782,5428,17
5132,2169,12
5424,676,100
4239,2305,81
8508,1935,119
6079,3379,5
5836,2488,62
3540,1573,79
672,1297,5
10826,5543,69
6336,677,12
11963,6094,5
3448,1866,67
3162,5153,22
11358,1182,17
6969,389,62
6079,804,17
1039,259,129
5862,5077,98
8508,914,25
6969,4493,62
11020,2051,28
2175,2241,13
1637,4194,23
7533,5625,99
5862,2223,7
9976,5805,112
8571,4442,103
7937,152,94
8805,2661,118
957,980,39
7041,1005,41
9474,225,99
6969,389,62
11142,1966,15
10427,4962,30
7711,2179,30
6345,801,59
3844,4321,25
9724,3020,1
717,60,16
5843,860,39
727,1412,12
9764,2759,108
6821,886,116
12034,1593,22
8108,3645,23
4737,2018,35
2657,1827,39
3395,1402,100
6906,980,94
3516,5036,1
9278,1773,12
8508,411,119
10467,369,16
9278,4428,25
4518,586,97
1126,2336,116
3143,1922,94
8108,155,3
9245,52,30
8785,1777,18
10826,4136,16
4666,2845,90
11581,4,22
3844,70,25
3162,3032,82
9483,1383,30
2970,1155,62
6309,1706,118
11641,70,114
7711,524,2
7711,1535,116
796,1371,42
2075,1806,48
5582,17,6
4518,167,95
9070,5786,124
3937,420,34
7125,3739,18
1371,3863,15
10681,5023,10
2778,2558,11
12055,409,67
7533,386,5
653,911,18
7616,4547,16
9853,5930,126
6969,999,62
497,48,10
10287,1010,118
11223,2265,8
7533,948,54
653,60,25
4264,463,91
6189,2415,62
10550,2803,17
10246,2747,22
11223,2169,2
11654,335,118
8253,4328,16
11020,1777,6
4192,1773,30
6818,2242,126
7779,2350,25
957,553,41
4518,2572,108
11065,2506,68
8805,1007,30
9585,1854,21
7876,2133,126
1651,3409,112
11963,6094,5
12034,2456,102
5318,2002,1
7389,4529,49
7491,5701,30
8549,2255,22
7027,67,9
8309,140,54
4451,273,62
3844,4521,37
7876,3096,125
2778,876,34
7533,4273,16
4186,999,112
653,785,94
4345,5700,120
8826,999,116
952,2076,63
1119,167,117
8253,2930,21
6079,2005,30
4186,2409,56
7027,386,63
7048,1776,96
6919,4401,3
7027,1746,5
8253,4395,15
9474,5341,24
5878,5915,113
4345,2175,0
11411,309,108
6096,5205,62
11223,135,118
3644,369,2
10767,268,48
8571,409,13
7711,804,126
5094,2477,125
11411,5149,10
2710,2324,128
10681,1489,13
11963,3409,24
1676,1766,126
1641,3513,12
5044,1357,48
9764,4423,108
9976,1341,116
1446,3956,29
10467,753,15
1446,60,126
5843,2131,12
7942,1186,94
4175,3136,112
1371,3214,18
2710,2747,22
5094,5489,11
12034,2872,20
11411,2350,27
12545,3548,28
5582,1536,15
11789,3535,30
7409,5814,24
1676,4244,111
2175,1470,24
7027,2058,9
8599,6003,10
5878,932,48
1126,292,129
8145,96,14
2804,2256,119
4535,804,43
7232,4047,62
4175,1336,103
11089,2415,5
6336,1173,59
11467,1930,76
952,2122,83
1998,441,2
11871,1523,57
9245,903,12
2135,60,2
10982,1777,101
8785,904,120
