user_id,song_id,emo_id
2622,161,125
1612,12,5
878,148,112
2161,187,15
1042,31,97
2928,15,14
2025,27,82
2566,93,82
14,61,37
2232,135,50
3077,77,84
246,207,18
1632,10,16
1998,45,23
3316,105,27
283,106,126
1189,94,95
907,24,119
1815,16,68
1998,43,7
365,202,12
907,66,108
2351,13,110
2120,41,21
80,119,16
194,57,70
1930,76,94
1265,85,39
29,115,22
2161,12,8
573,107,2
1342,8,16
1908,158,118
2537,189,16
3444,57,68
2546,148,57
1864,61,22
1447,57,118
1351,12,12
1028,105,108
2025,43,8
1946,37,51
724,171,126
2226,43,126
2351,84,48
2135,81,101
2304,136,23
318,12,70
3266,189,103
2120,24,81
319,61,49
1351,27,10
2566,43,62
1813,207,16
155,17,25
2705,2,62
1908,178,31
481,63,52
2425,169,94
1433,189,12
512,49,48
2706,41,68
2837,161,126
1712,106,89
130,187,126
319,162,16
1305,37,128
1644,15,31
1778,94,16
1782,15,44
2718,43,81
43,121,118
2998,29,25
849,76,53
3101,174,1
361,106,10
2687,106,112
2998,106,12
3068,178,62
1946,43,21
1778,120,92
11,96,94
626,106,4
3316,24,81
2596,94,118
2521,151,15
1782,85,48
886,20,48
1009,72,10
1815,17,112
1774,160,38
2799,83,93
3082,82,4
911,187,77
1230,216,16
588,69,26
3264,157,62
2890,169,18
1696,63,50
779,41,57
3339,78,78
2998,76,86
3443,61,118
1342,47,81
466,29,34
608,43,99
724,77,62
1342,190,12
708,11,17
3400,76,78
1818,43,33
3145,136,2
1782,13,3
2636,12,38
2546,105,116
3098,127,108
154,106,46
1000,83,62
109,48,25
1171,52,54
43,78,1
1351,106,86
1135,169,2
2706,12,12
1736,28,99
2415,19,70
1644,96,2
1462,23,10
3405,187,12
849,148,49
1404,123,4
2590,41,14
2622,43,25
3324,41,68
1447,174,51
775,24,63
319,44,97
2948,30,31
2304,104,41
3050,120,5
466,8,89
640,24,67
3308,10,50
2351,30,12
501,114,30
2343,196,97
1946,187,62
3366,16,39
2899,12,86
466,11,62
509,41,116
1433,171,126
1000,162,92
2165,106,118
2232,88,118
2537,187,17
1450,206,27
1778,162,9
1778,162,14
3144,20,75
319,88,89
779,187,22
3145,174,15
1701,89,13
3250,20,48
724,127,48
318,31,64
336,177,126
2216,133,126
394,94,14
323,120,10
2799,206,13
1815,94,16
1448,171,10
1462,13,16
779,65,68
486,139,10
708,123,16
155,135,81
1818,66,16
775,10,24
2635,177,53
1028,161,81
452,132,38
1139,24,0
2705,24,17
1624,84,105
247,189,131
1226,12,16
2611,190,78
1721,95,12
1364,171,120
1305,37,129
1583,19,48
1864,173,62
1576,24,25
2025,189,8
588,206,70
2899,207,109
2590,80,41
626,34,27
2279,61,119
3014,177,9
1948,24,4
130,47,129
394,94,60
2918,177,25
2226,81,66
1741,18,112
2343,20,94
1857,108,60
3214,187,0
410,85,119
1305,15,119
900,7,23
3225,95,2
491,134,48
2687,177,16
2615,14,81
394,68,4
1364,24,118
1958,12,48
1171,152,116
542,81,66
2635,154,55
1230,190,124
1405,106,12
323,105,10
2778,78,94
1612,78,70
733,9,127
724,77,68
3080,159,66
1930,157,65
1325,74,116
1019,15,22
2425,84,67
1160,89,107
1224,136,40
2611,123,84
1736,7,12
194,52,15
3037,80,12
1696,43,62
1123,39,21
1945,24,20
1351,189,12
640,189,91
1248,157,114
336,43,25
1325,187,51
2368,162,43
1044,106,108
2165,43,108
2928,106,112
2750,49,2
2120,215,20
11,95,94
1249,78,1
1949,12,19
1586,110,57
695,103,116
1364,10,23
1433,24,5
1405,135,82
1934,15,38
1224,51,120
2799,158,21
1577,190,43
1701,85,54
3250,12,43
242,13,48
2596,175,119
2025,202,16
1248,129,10
916,13,49
336,88,62
1934,188,106
2705,24,17
171,47,25
2528,11,127
1813,154,10
1774,105,112
2899,207,67
1577,171,55
14,80,120
845,120,26
466,157,48
2718,10,116
2691,99,95
1934,16,67
3316,157,48
2326,133,41
2976,162,13
1189,94,126
1733,16,48
2636,30,25
2750,106,6
3456,76,112
1822,43,58
283,212,82
672,133,113
1226,37,33
154,31,52
887,148,124
1721,126,22
1864,189,39
757,84,77
2279,189,58
1433,202,21
907,202,82
80,95,12
2790,35,118
2521,84,30
1028,105,7
1577,110,94
886,7,71
2135,32,49
2455,17,64
2718,43,62
1864,13,2
2789,12,128
3400,105,126
1405,216,118
2691,202,80
2706,136,14
2326,78,54
951,102,4
2165,43,108
2615,89,21
1342,93,30
2850,190,22
2879,12,112
2105,189,20
779,65,9
779,41,43
2528,34,117
2737,12,99
1949,56,126
1632,10,49
672,206,5
951,50,43
1818,59,2
640,43,66
2279,84,30
2118,162,126
3308,57,41
1160,12,16
916,15,20
775,44,39
7,15,116
2521,84,15
7,8,24
608,196,10
2777,32,13
672,20,85
2887,61,35
1384,190,112
1009,78,21
1292,148,123
608,12,8
1946,196,62
878,23,35
1226,43,43
1042,95,62
573,61,50
1857,35,43
2118,162,99
3101,154,23
2718,105,62
2546,77,5
1447,41,23
3443,207,116
3101,187,45
3214,50,15
1384,12,118
3014,27,48
2972,12,100
3380,106,51
491,161,118
3422,25,78
582,99,26
3380,136,16
2706,161,0
695,23,34
1586,177,15
2326,106,36
2232,43,5
1305,202,51
3443,187,49
849,76,23
2249,12,64
1945,43,39
672,206,131
1249,189,118
2879,106,129
323,43,13
3264,107,20
1576,171,22
0,12,41
2232,202,24
1979,61,12
319,162,131
2635,94,107
733,44,52
608,43,116
2673,171,0
1586,47,57
1696,132,23
1721,61,0
2121,12,129
466,157,41
2778,78,64
733,10,82
2028,126,124
2731,94,15
1405,216,54
2455,171,19
2161,12,112
2778,42,39
2326,120,4
3077,189,126
247,18,49
1835,133,10
2425,37,27
2226,159,25
2304,85,12
1226,105,112
512,189,116
3380,88,50
2837,37,62
130,20,129
194,41,14
3050,78,27
2269,57,49
1384,24,82
1281,50,16
2673,171,13
2351,76,48
1450,170,18
1000,34,83
2279,126,49
2789,24,12
3366,11,21
2887,207,5
198,115,117
3400,106,85
2025,154,131
2636,13,75
591,85,126
757,159,107
491,12,115
1101,30,22
428,85,118
2850,136,28
3046,27,48
1949,57,11
1249,82,58
1736,94,18
1958,43,38
336,106,57
486,43,62
2718,57,57
1958,44,48
2673,43,27
2790,105,13
0,9,15
2226,189,62
800,88,9
481,106,94
1979,9,2
2850,12,118
1945,176,51
3098,114,112
2998,157,86
1462,10,49
2279,93,12
1908,206,4
80,95,24
2673,24,15
1009,57,62
171,202,96
169,12,49
3179,115,99
2899,105,59
2343,135,22
319,147,97
1822,13,15
887,43,3
672,38,8
1958,57,12
109,24,21
1044,177,126
1544,144,24
3225,133,82
779,12,13
1998,189,9
2799,158,17
394,94,16
3316,10,59
2673,136,62
1112,146,1
512,20,18
2636,148,91
1701,88,68
2691,5,30
2203,188,25
3068,15,17
154,95,12
336,154,25
757,30,82
1028,24,78
2028,30,9
2998,157,50
3179,106,112
3179,187,17
330,12,86
1813,35,12
247,49,25
1101,10,41
3042,44,49
542,89,30
2351,202,62
900,95,39
2706,43,57
323,148,2
1901,23,30
3339,20,15
3250,131,47
365,133,20
1583,94,12
2948,179,81
2972,27,15
43,15,112
330,37,112
3443,189,16
2636,13,21
2976,169,37
1835,202,82
3179,215,30
1612,57,129
1813,132,67
2170,38,63
1632,207,28
1955,47,129
1721,12,30
2161,57,12
757,176,2
2528,17,68
2216,89,9
3077,126,25
1112,27,13
2455,169,79
2279,99,112
779,14,17
2526,106,22
1448,106,81
2249,148,91
582,20,11
336,177,16
1908,55,30
624,61,43
3080,203,30
318,24,49
1135,177,48
900,177,9
571,43,107
886,133,95
3380,136,48
2965,62,11
2789,190,51
2165,31,118
1000,18,105
2622,127,12
491,105,124
1586,136,94
3214,41,12
2611,148,19
3179,27,15
2687,61,25
3046,177,82
2120,12,0
130,202,86
1123,171,15
2326,148,43
2537,190,37
3316,174,28
3014,106,78
1139,61,22
1351,177,62
775,106,52
3145,106,4
1028,105,85
907,178,30
3098,202,131
3225,157,108
1171,34,10
7,15,18
1998,41,10
1265,157,126
80,9,51
3068,20,57
1448,24,54
319,27,112
1544,154,11
1624,18,95
2025,159,48
509,187,126
3324,157,64
1544,187,118
2216,154,22
3145,60,99
951,11,84
1044,177,14
319,135,48
2216,202,22
1576,189,20
3179,202,17
3352,143,6
2972,30,15
3068,37,39
573,177,48
2566,207,13
2766,78,108
2790,145,17
0,10,12
2103,27,20
3225,119,4
7,61,20
911,187,26
695,20,116
1364,177,48
2928,80,78
1612,161,62
1230,187,78
1900,44,118
2928,24,120
283,12,120
1617,89,5
1448,189,118
3214,136,16
2673,68,116
396,105,94
1774,105,76
887,105,62
1583,157,62
1624,110,16
2596,88,108
591,84,0
1171,18,0
1698,6,48
573,154,123
1281,148,75
1056,24,8
2526,215,126
2850,76,117
2028,30,13
2737,16,8
1281,77,99
878,13,9
1044,28,112
242,12,126
512,62,125
3050,78,125
775,13,15
2918,41,30
640,207,12
1741,33,12
1998,43,23
695,103,11
1949,43,116
